enterprise_nbr, naics_id_primary, naics_name_primary, naics_id_list, naics_name_list
83717,443120,Computer and Software Stores,|541512|443120|511210|334611|,|Computer Systems Design Services|Computer and Software Stores|Software Publishers|Software Reproducing|
521494,551112,Offices of Other Holding Companies,|541511|551112|511210|334611|,|Custom Computer Programming Services|Offices of Other Holding Companies|Software Publishers|Software Reproducing|
423603,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",|446120|446191|446110|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Food (Health) Supplement Stores|Pharmacies and Drug Stores|"
527742,531210,Offices of Real Estate Agents and Brokers,|531110|531312|531210|531320|531390|813990|531311|,"|Lessors of Residential Buildings and Dwellings|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Residential Property Managers|"
536618,311919,Other Snack Food Manufacturing,|311919|311911|,|Other Snack Food Manufacturing|Roasted Nuts and Peanut Butter Manufacturing|
1896432,516110,Internet Publishing and Broadcasting,|516110|,|Internet Publishing and Broadcasting|
1899047,721120,Casino Hotels,|721120|,|Casino Hotels|
548891,713110,Amusement and Theme Parks,|713110|,|Amusement and Theme Parks|
550687,333613,Mechanical Power Transmission Equipment Manufacturing,|333613|551112|,|Mechanical Power Transmission Equipment Manufacturing|Offices of Other Holding Companies|
550887,524113,Direct Life Insurance Carriers,|524114|524113|525190|,|Direct Health and Medical Insurance Carriers|Direct Life Insurance Carriers|Other Insurance Funds|
551783,522210,Credit Card Issuing,|522298|522291|522210|522220|,|All Other Nondepository Credit Intermediation|Consumer Lending|Credit Card Issuing|Sales Financing|
580924,511140,Database and Directory Publishers,|511199|511130|511140|515120|,|All Other Publishers|Book Publishers|Database and Directory Publishers|Television Broadcasting|
576948,551111,Offices of Bank Holding Companies,|551111|,|Offices of Bank Holding Companies|
576793,335110,Electric Lamp Bulb and Part Manufacturing,|335110|551112|335129|,|Electric Lamp Bulb and Part Manufacturing|Offices of Other Holding Companies|Other Lighting Equipment Manufacturing|
573493,311920,Coffee and Tea Manufacturing,|311920|,|Coffee and Tea Manufacturing|
578343,332919,Other Metal Valve and Pipe Fitting Manufacturing,|332919|,|Other Metal Valve and Pipe Fitting Manufacturing|
577856,928110,National Security,|541611|541612|541613|928110|541614|,"|Administrative Management and General Management Consulting Service|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|National Security|Process, Physical Distribution, and Logistics Consulting Services|"
579406,515120,Television Broadcasting,|515120|,|Television Broadcasting|
580197,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
1896967,722211,Fast Food Restaurants,|722211|,|Fast Food Restaurants|
886971,512110,Motion Picture and Video Production,|512110|,|Motion Picture and Video Production|
921443,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
1014643,541611,Administrative Management and General Management Consulting Service,|541611|541612|541613|541614|,"|Administrative Management and General Management Consulting Service|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Process, Physical Distribution, and Logistics Consulting Services|"
1044135,481111,Scheduled Passenger Air Transportation,|481111|,|Scheduled Passenger Air Transportation|
1189948,624310,Vocational Rehabilitation Services,|624310|,|Vocational Rehabilitation Services|
1342977,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
1366550,339920,Sporting and Athletic Goods Manufacturing,|339920|,|Sporting and Athletic Goods Manufacturing|
1363398,721199,All Other Traveler Accommodation,|713990|721199|721110|611620|,|All Other Amusement and Recreation Industries|All Other Traveler Accommodation|Hotels (except Casino Hotels) and Motels|Sports and Recreation Instruction|
1353546,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
1360145,211111,Crude Petroleum and Natural Gas Extraction,|211111|325120|325110|213112|325132|,|Crude Petroleum and Natural Gas Extraction|Industrial Gas Manufacturing|Petrochemical Manufacturing|Support Activities for Oil and Gas Operations|Synthetic Organic Dye and Pigment Manufacturing|
206233,441310,Automotive Parts and Accessories Stores,|441310|,|Automotive Parts and Accessories Stores|
1399568,326199,All Other Plastics Product Manufacturing,|326199|444110|326122|326121|,|All Other Plastics Product Manufacturing|Home Centers|Plastics Pipe and Pipe Fitting Manufacturing|Unsupported Plastics Profile Shape Manufacturing|
1375560,541870,Advertising Material Distribution Services,|541870|541850|541890|,|Advertising Material Distribution Services|Display Advertising|Other Services Related to Advertising|
1411586,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
1594123,511140,Database and Directory Publishers,|511199|511130|511140|,|All Other Publishers|Book Publishers|Database and Directory Publishers|
1546263,488999,All Other Support Activities for Transportation,|511199|488999|561599|511130|511140|,|All Other Publishers|All Other Support Activities for Transportation|All Other Travel Arrangement and Reservation Services|Book Publishers|Database and Directory Publishers|
319566,425120,Wholesale Trade Agents and Brokers,|425110|423830|423840|425120|,|Business to Business Electronic Markets|Industrial Machinery and Equipment Merchant Wholesalers|Industrial Supplies Merchant Wholesalers|Wholesale Trade Agents and Brokers|
1606239,511140,Database and Directory Publishers,|511199|511130|511140|,|All Other Publishers|Book Publishers|Database and Directory Publishers|
1598136,511140,Database and Directory Publishers,|511199|511130|511140|,|All Other Publishers|Book Publishers|Database and Directory Publishers|
1600209,518111,Internet Service Providers,|518111|,|Internet Service Providers|
331933,334613,Magnetic and Optical Recording Media Manufacturing,|334613|334119|334418|,|Magnetic and Optical Recording Media Manufacturing|Other Computer Peripheral Equipment Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|
1889489,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),|453998|,|All Other Miscellaneous Store Retailers (except Tobacco Stores)|
1894897,516110,Internet Publishing and Broadcasting,|516110|518111|,|Internet Publishing and Broadcasting|Internet Service Providers|
116477,611710,Educational Support Services,|511130|611710|541618|,|Book Publishers|Educational Support Services|Other Management Consulting Services|
91311,337121,Upholstered Household Furniture Manufacturing,|337910|337121|,|Mattress Manufacturing|Upholstered Household Furniture Manufacturing|
91546,314911,Textile Bag Mills,|315299|326299|315999|326291|339920|339113|314911|,|All Other Cut and Sew Apparel Manufacturing|All Other Rubber Product Manufacturing|Other Apparel Accessories and Other Apparel Manufacturing|Rubber Product Manufacturing for Mechanical Use|Sporting and Athletic Goods Manufacturing|Surgical Appliance and Supplies Manufacturing|Textile Bag Mills|
91940,332116,Metal Stamping,|332998|332214|332116|332439|,"|Enameled Iron and Metal Sanitary Ware Manufacturing|Kitchen Utensil, Pot, and Pan Manufacturing|Metal Stamping|Other Metal Container Manufacturing|"
43776,812990,All Other Personal Services,|812990|812199|,|All Other Personal Services|Other Personal Care Services|
23986,337127,Institutional Furniture Manufacturing,|339999|321999|333924|337127|332214|333319|332618|,"|All Other Miscellaneous Manufacturing|All Other Miscellaneous Wood Product Manufacturing|Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing|Institutional Furniture Manufacturing|Kitchen Utensil, Pot, and Pan Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Other Fabricated Wire Product Manufacturing|"
92354,722211,Fast Food Restaurants,|722211|,|Fast Food Restaurants|
97911,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325199|333298|325998|333319|325510|333220|332410|333295|,|All Other Basic Organic Chemical Manufacturing|All Other Industrial Machinery Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Paint and Coating Manufacturing|Plastics and Rubber Industry Machinery Manufacturing|Power Boiler and Heat Exchanger Manufacturing|Semiconductor Machinery Manufacturing|
95487,721199,All Other Traveler Accommodation,|721199|721110|237210|,|All Other Traveler Accommodation|Hotels (except Casino Hotels) and Motels|Land Subdivision|
28053,221119,Other Electric Power Generation,|221121|221122|221210|221119|,|Electric Bulk Power Transmission and Control|Electric Power Distribution|Natural Gas Distribution|Other Electric Power Generation|
48595,325412,Pharmaceutical Preparation Manufacturing,|446120|325412|322291|325611|,"|Cosmetics, Beauty Supplies, and Perfume Stores|Pharmaceutical Preparation Manufacturing|Sanitary Paper Product Manufacturing|Soap and Other Detergent Manufacturing|"
53981,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
57622,221210,Natural Gas Distribution,|221210|,|Natural Gas Distribution|
10713,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
431692,522110,Commercial Banking,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
76037,711211,Sports Teams and Clubs,|711211|,|Sports Teams and Clubs|
14324,311611,Animal (except Poultry) Slaughtering,|311611|,|Animal (except Poultry) Slaughtering|
60977,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,|238210|333414|238220|238910|,"|Electrical Contractors|Heating Equipment (except Warm Air Furnaces) Manufacturing|Plumbing, Heating, and Air-Conditioning Contractors|Site Preparation Contractors|"
13134,323114,Quick Printing,|454113|323114|,|Mail-Order Houses|Quick Printing|
75221,511130,Book Publishers,|511130|,|Book Publishers|
114119,425120,Wholesale Trade Agents and Brokers,|333999|314999|425110|333414|423830|425120|,|All Other Miscellaneous General Purpose Machinery Manufacturing|All Other Miscellaneous Textile Product Mills|Business to Business Electronic Markets|Heating Equipment (except Warm Air Furnaces) Manufacturing|Industrial Machinery and Equipment Merchant Wholesalers|Wholesale Trade Agents and Brokers|
169667,511120,Periodical Publishers,|511120|,|Periodical Publishers|
85637,812990,All Other Personal Services,|812990|518111|515120|,|All Other Personal Services|Internet Service Providers|Television Broadcasting|
16253,311211,Flour Milling,|311211|,|Flour Milling|
20922,524114,Direct Health and Medical Insurance Carriers,|524114|,|Direct Health and Medical Insurance Carriers|
46298,333992,Welding and Soldering Equipment Manufacturing,|335311|333992|,"|Power, Distribution, and Specialty Transformer Manufacturing|Welding and Soldering Equipment Manufacturing|"
299300,551112,Offices of Other Holding Companies,|541870|561499|561990|551112|561439|711211|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Offices of Other Holding Companies|Other Business Service Centers (including Copy Shops)|Sports Teams and Clubs|
28554,335313,Switchgear and Switchboard Apparatus Manufacturing,|334310|334419|334418|334220|335313|,|Audio and Video Equipment Manufacturing|Other Electronic Component Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|Switchgear and Switchboard Apparatus Manufacturing|
30772,453991,Tobacco Stores,|111130|444220|453991|,|Dry Pea and Bean Farming|Nursery and Garden Centers|Tobacco Stores|
190571,453220,"Gift, Novelty, and Souvenir Stores",|442299|442110|453220|448310|327112|,"|All Other Home Furnishings Stores|Furniture Stores|Gift, Novelty, and Souvenir Stores|Jewelry Stores|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|"
114297,551112,Offices of Other Holding Companies,|325520|551112|325611|325620|,|Adhesive Manufacturing|Offices of Other Holding Companies|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|
33285,523930,Investment Advice,|523930|523920|,|Investment Advice|Portfolio Management|
50193,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
50208,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
54470,339999,All Other Miscellaneous Manufacturing,|446199|339999|334510|322291|339113|,|All Other Health and Personal Care Stores|All Other Miscellaneous Manufacturing|Electromedical and Electrotherapeutic Apparatus Manufacturing|Sanitary Paper Product Manufacturing|Surgical Appliance and Supplies Manufacturing|
11132,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
136975,523930,Investment Advice,|523930|523920|,|Investment Advice|Portfolio Management|
65007,551112,Offices of Other Holding Companies,|325520|551112|325510|,|Adhesive Manufacturing|Offices of Other Holding Companies|Paint and Coating Manufacturing|
11784,541922,Commercial Photography,|541870|561499|561990|541922|812922|561439|481219|541890|541490|812921|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Support Services|Commercial Photography|One-Hour Photofinishing|Other Business Service Centers (including Copy Shops)|Other Nonscheduled Air Transportation|Other Services Related to Advertising|Other Specialized Design Services|Photofinishing Laboratories (except One-Hour)|
32498,333411,Air Purification Equipment Manufacturing,|333411|333412|,|Air Purification Equipment Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|
105503,522110,Commercial Banking,|522110|,|Commercial Banking|
56144,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",|334513|,"|Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables|"
39266,336414,Guided Missile and Space Vehicle Manufacturing,|336111|336414|336992|336211|488390|541710|336611|,"|Automobile Manufacturing|Guided Missile and Space Vehicle Manufacturing|Military Armored Vehicle, Tank, and Tank Component Manufacturing|Motor Vehicle Body Manufacturing|Other Support Activities for Water Transportation|Research and Development in the Physical, Engineering, and Life Sciences|Ship Building and Repairing|"
73053,622110,General Medical and Surgical Hospitals,|622110|,|General Medical and Surgical Hospitals|
248802,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
26679,325620,Toilet Preparation Manufacturing,|325611|325620|,|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|
464648,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,|336411|336415|336413|541710|,"|Aircraft Manufacturing|Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing|Other Aircraft Parts and Auxiliary Equipment Manufacturing|Research and Development in the Physical, Engineering, and Life Sciences|"
44452,325211,Plastics Material and Resin Manufacturing,|336411|326199|336413|325211|326122|541710|326121|,"|Aircraft Manufacturing|All Other Plastics Product Manufacturing|Other Aircraft Parts and Auxiliary Equipment Manufacturing|Plastics Material and Resin Manufacturing|Plastics Pipe and Pipe Fitting Manufacturing|Research and Development in the Physical, Engineering, and Life Sciences|Unsupported Plastics Profile Shape Manufacturing|"
46920,334111,Electronic Computer Manufacturing,|541512|541511|334111|339942|334119|541519|334418|511210|334611|334518|,"|Computer Systems Design Services|Custom Computer Programming Services|Electronic Computer Manufacturing|Lead Pencil and Art Good Manufacturing|Other Computer Peripheral Equipment Manufacturing|Other Computer Related Services|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Software Publishers|Software Reproducing|Watch, Clock, and Part Manufacturing|"
39783,336111,Automobile Manufacturing,|336111|336992|336211|,"|Automobile Manufacturing|Military Armored Vehicle, Tank, and Tank Component Manufacturing|Motor Vehicle Body Manufacturing|"
41546,515120,Television Broadcasting,|515120|,|Television Broadcasting|
91088,335314,Relay and Industrial Control Manufacturing,|334512|335314|,"|Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use|Relay and Industrial Control Manufacturing|"
454103,551112,Offices of Other Holding Companies,|551112|,|Offices of Other Holding Companies|
93329,448150,Clothing Accessories Stores,|448150|448110|448190|448120|,|Clothing Accessories Stores|Men's Clothing Stores|Other Clothing Stores|Women's Clothing Stores|
95122,325110,Petrochemical Manufacturing,|325188|325199|325998|325192|325193|325120|325110|,|All Other Basic Inorganic Chemical Manufacturing|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Cyclic Crude and Intermediate Manufacturing|Ethyl Alcohol Manufacturing|Industrial Gas Manufacturing|Petrochemical Manufacturing|
95945,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
98439,321992,Prefabricated Wood Building Manufacturing,|444110|321992|,|Home Centers|Prefabricated Wood Building Manufacturing|
95331,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",|561599|813410|813990|,"|All Other Travel Arrangement and Reservation Services|Civic and Social Organizations|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|"
95342,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",|926150|,"|Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors|"
125421,332991,Ball and Roller Bearing Manufacturing,|332991|339991|,"|Ball and Roller Bearing Manufacturing|Gasket, Packing, and Sealing Device Manufacturing|"
63210,315225,Men's and Boys' Cut and Sew Work Clothing Manufacturing,|315299|448150|448110|315211|315223|315222|315224|315221|315225|315993|315999|448190|315231|315239|315212|,"|All Other Cut and Sew Apparel Manufacturing|Clothing Accessories Stores|Men's Clothing Stores|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing|Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing|Men's and Boys' Cut and Sew Work Clothing Manufacturing|Men's and Boys' Neckwear Manufacturing|Other Apparel Accessories and Other Apparel Manufacturing|Other Clothing Stores|Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|Women's and Girls' Cut and Sew Other Outerwear Manufacturing|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|"
95466,926110,Administration of General Economic Programs,|926110|,|Administration of General Economic Programs|
103791,551112,Offices of Other Holding Companies,|551112|325910|,|Offices of Other Holding Companies|Printing Ink Manufacturing|
119468,512110,Motion Picture and Video Production,|512220|512110|334612|,"|Integrated Record Production/Distribution|Motion Picture and Video Production|Prerecorded Compact Disc (except Software), Tape, and Record Reproducing|"
458618,531210,Offices of Real Estate Agents and Brokers,|236220|531110|236116|236115|531312|531210|531320|531390|624190|813990|531311|236118|,"|Commercial and Institutional Building Construction|Lessors of Residential Buildings and Dwellings|New Multifamily Housing Construction (except Operative Builders)|New Single-Family Housing Construction (except Operative Builders)|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Individual and Family Services|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Residential Property Managers|Residential Remodelers|"
302282,339999,All Other Miscellaneous Manufacturing,|339999|334510|322291|339113|,|All Other Miscellaneous Manufacturing|Electromedical and Electrotherapeutic Apparatus Manufacturing|Sanitary Paper Product Manufacturing|Surgical Appliance and Supplies Manufacturing|
257889,711211,Sports Teams and Clubs,|711211|,|Sports Teams and Clubs|
84832,334310,Audio and Video Equipment Manufacturing,|334310|,|Audio and Video Equipment Manufacturing|
106172,517110,Wired Telecommunications Carriers,|517310|517110|,|Telecommunications Resellers|Wired Telecommunications Carriers|
75026,511120,Periodical Publishers,|511120|,|Periodical Publishers|
79015,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325199|325998|424690|325510|325320|324191|324110|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Other Chemical and Allied Products Merchant Wholesalers|Paint and Coating Manufacturing|Pesticide and Other Agricultural Chemical Manufacturing|Petroleum Lubricating Oil and Grease Manufacturing|Petroleum Refineries|
91976,442210,Floor Covering Stores,|442210|442291|,|Floor Covering Stores|Window Treatment Stores|
91996,442210,Floor Covering Stores,|511130|442210|442291|,|Book Publishers|Floor Covering Stores|Window Treatment Stores|
210934,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",|334511|,"|Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing|"
113526,325411,Medicinal and Botanical Manufacturing,|325411|,|Medicinal and Botanical Manufacturing|
86428,531210,Offices of Real Estate Agents and Brokers,|523930|531120|531110|531312|531210|531320|531390|813990|523920|711310|531311|,"|Investment Advice|Lessors of Nonresidential Buildings (except Miniwarehouses)|Lessors of Residential Buildings and Dwellings|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Portfolio Management|Promoters of Performing Arts, Sports, and Similar Events with Facilities|Residential Property Managers|"
91615,332212,Hand and Edge Tool Manufacturing,|326199|333515|332212|326122|326121|,|All Other Plastics Product Manufacturing|Cutting Tool and Machine Tool Accessory Manufacturing|Hand and Edge Tool Manufacturing|Plastics Pipe and Pipe Fitting Manufacturing|Unsupported Plastics Profile Shape Manufacturing|
98316,332311,Prefabricated Metal Building and Component Manufacturing,|332311|,|Prefabricated Metal Building and Component Manufacturing|
114325,424690,Other Chemical and Allied Products Merchant Wholesalers,|424690|,|Other Chemical and Allied Products Merchant Wholesalers|
92972,311513,Cheese Manufacturing,|311513|444220|,|Cheese Manufacturing|Nursery and Garden Centers|
93884,333411,Air Purification Equipment Manufacturing,|333411|333412|,|Air Purification Equipment Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|
94644,511120,Periodical Publishers,|511130|511120|,|Book Publishers|Periodical Publishers|
98797,551112,Offices of Other Holding Companies,|333415|331316|425110|334416|333414|551112|423730|425120|,"|Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing|Aluminum Extruded Product Manufacturing|Business to Business Electronic Markets|Electronic Coil, Transformer, and Other Inductor Manufacturing|Heating Equipment (except Warm Air Furnaces) Manufacturing|Offices of Other Holding Companies|Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers|Wholesale Trade Agents and Brokers|"
119432,334310,Audio and Video Equipment Manufacturing,|335999|336399|334310|336312|336211|336340|336350|333319|333618|335129|336322|333992|,|All Other Miscellaneous Electrical Equipment and Component Manufacturing|All Other Motor Vehicle Parts Manufacturing|Audio and Video Equipment Manufacturing|Gasoline Engine and Engine Parts Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Other Engine Equipment Manufacturing|Other Lighting Equipment Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|Welding and Soldering Equipment Manufacturing|
280546,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",|334511|,"|Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing|"
97418,334290,Other Communications Equipment Manufacturing,|334290|,|Other Communications Equipment Manufacturing|
259461,336340,Motor Vehicle Brake System Manufacturing,|336399|334310|336312|336211|336340|336350|334419|336322|334418|334220|,|All Other Motor Vehicle Parts Manufacturing|Audio and Video Equipment Manufacturing|Gasoline Engine and Engine Parts Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Electronic Component Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|
97462,454113,Mail-Order Houses,|454113|,|Mail-Order Houses|
30295,311421,Fruit and Vegetable Canning,|311421|311941|445210|311612|,"|Fruit and Vegetable Canning|Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing|Meat Markets|Meat Processed from Carcasses|"
105273,522110,Commercial Banking,|522110|522120|,|Commercial Banking|Savings Institutions|
99583,336412,Aircraft Engine and Engine Parts Manufacturing,|336412|541330|488119|488190|541710|,"|Aircraft Engine and Engine Parts Manufacturing|Engineering Services|Other Airport Operations|Other Support Activities for Air Transportation|Research and Development in the Physical, Engineering, and Life Sciences|"
105377,722110,Full-Service Restaurants,|713990|713120|722110|,|All Other Amusement and Recreation Industries|Amusement Arcades|Full-Service Restaurants|
105638,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325199|325998|325510|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Paint and Coating Manufacturing|
53746,331522,Nonferrous (except Aluminum) Die-Casting Foundries,|339995|331522|,|Burial Casket Manufacturing|Nonferrous (except Aluminum) Die-Casting Foundries|
53979,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
77389,221119,Other Electric Power Generation,|221121|221122|238210|221210|221119|,|Electric Bulk Power Transmission and Control|Electric Power Distribution|Electrical Contractors|Natural Gas Distribution|Other Electric Power Generation|
151858,511110,Newspaper Publishers,|541870|561499|511199|561990|511130|511140|511110|561439|511120|,|Advertising Material Distribution Services|All Other Business Support Services|All Other Publishers|All Other Support Services|Book Publishers|Database and Directory Publishers|Newspaper Publishers|Other Business Service Centers (including Copy Shops)|Periodical Publishers|
71582,445110,Supermarkets and Other Grocery (except Convenience) Stores,|445110|,|Supermarkets and Other Grocery (except Convenience) Stores|
30182,339111,Laboratory Apparatus and Furniture Manufacturing,|334510|334517|339111|,|Electromedical and Electrotherapeutic Apparatus Manufacturing|Irradiation Apparatus Manufacturing|Laboratory Apparatus and Furniture Manufacturing|
80714,486210,Pipeline Transportation of Natural Gas,|221210|211112|486210|,|Natural Gas Distribution|Natural Gas Liquid Extraction|Pipeline Transportation of Natural Gas|
86496,333922,Conveyor and Conveying Equipment Manufacturing,|333922|333294|,|Conveyor and Conveying Equipment Manufacturing|Food Product Machinery Manufacturing|
58728,339920,Sporting and Athletic Goods Manufacturing,|315299|315211|315228|315999|316219|451110|339920|315239|315212|,"|All Other Cut and Sew Apparel Manufacturing|Men's and Boys' Cut and Sew Apparel Contractors|Men's and Boys' Cut and Sew Other Outerwear Manufacturing|Other Apparel Accessories and Other Apparel Manufacturing|Other Footwear Manufacturing|Sporting Goods Stores|Sporting and Athletic Goods Manufacturing|Women's and Girls' Cut and Sew Other Outerwear Manufacturing|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|"
44182,443120,Computer and Software Stores,|443120|,|Computer and Software Stores|
86690,326113,Unsupported Plastics Film and Sheet (except Packaging) Manufacturing,|326113|,|Unsupported Plastics Film and Sheet (except Packaging) Manufacturing|
90803,332618,Other Fabricated Wire Product Manufacturing,|333924|332214|332618|,"|Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing|Kitchen Utensil, Pot, and Pan Manufacturing|Other Fabricated Wire Product Manufacturing|"
90827,335931,Current-Carrying Wiring Device Manufacturing,|335931|,|Current-Carrying Wiring Device Manufacturing|
77067,551112,Offices of Other Holding Companies,|524114|524113|551112|524128|525190|,"|Direct Health and Medical Insurance Carriers|Direct Life Insurance Carriers|Offices of Other Holding Companies|Other Direct Insurance (except Life, Health, and Medical) Carriers|Other Insurance Funds|"
159821,236220,Commercial and Institutional Building Construction,|236220|236210|,|Commercial and Institutional Building Construction|Industrial Building Construction|
67060,483113,Coastal and Great Lakes Freight Transportation,|483113|213111|,|Coastal and Great Lakes Freight Transportation|Drilling Oil and Gas Wells|
67315,335313,Switchgear and Switchboard Apparatus Manufacturing,|335931|335313|,|Current-Carrying Wiring Device Manufacturing|Switchgear and Switchboard Apparatus Manufacturing|
164515,551112,Offices of Other Holding Companies,|551112|,|Offices of Other Holding Companies|
146798,511120,Periodical Publishers,|511120|,|Periodical Publishers|
90831,335129,Other Lighting Equipment Manufacturing,|335129|,|Other Lighting Equipment Manufacturing|
347947,443120,Computer and Software Stores,|443120|,|Computer and Software Stores|
348219,311830,Tortilla Manufacturing,|311423|311823|311830|,|Dried and Dehydrated Food Manufacturing|Dry Pasta Manufacturing|Tortilla Manufacturing|
144485,334611,Software Reproducing,|611420|611519|511210|334611|,|Computer Training|Other Technical and Trade Schools|Software Publishers|Software Reproducing|
148703,441310,Automotive Parts and Accessories Stores,|441310|,|Automotive Parts and Accessories Stores|
